ID,Stratum,landcover,alertstrata,Long,Lat,zone,x,y,pixel,line,centxUTM,centyUTM,MGRS,GlobalForestChangeYear(Hansen2013)
444,11,3,3,-52.57430991,-12.71833564,22,329069.661,-1406504.953,4302,356883,329055,-1406505,22LCM,17
445,13,3,5,48.79105949,-13.5064826,39,260901.4076,-1494223.681,2030,353141,260895,-1494225,39LTF,0
446,10,3,2,126.4649121,62.63835636,52,370029.9311,6947851.198,5668,41738,370035,6947865,52VCQ,22
447,13,3,5,-69.52713494,48.574836,19,461116.9864,5380328.188,8704,130655,461115,5380335,19UDP,9
448,12,3,4,-84.84232692,15.54570795,16,731414.3787,1719853.377,17714,252671,731415,1719855,16PGC,20
449,10,3,2,102.3563532,20.38550564,48,224065.5167,2256360.846,802,221455,224055,2256375,48QTH,0
450,10,3,2,8.222880824,36.67470285,32,430560.938,4059068.361,7686,118031,430575,4059075,32SMF,17
451,13,3,5,-13.66519416,10.87264197,28,645893.8994,1202218.055,14863,263260,645885,1202205,28PFT,16
452,13,3,5,-55.09927725,-34.04981934,21,675437.1892,-3769309.557,15848,435643,675435,-3769305,21HXC,22
453,10,3,2,4.756427272,46.35324963,31,635135.1652,5134796.219,14505,125508,635145,5134785,31TFM,22
454,12,3,4,104.9116943,21.70917446,48,490866.5408,2400639.82,9696,216646,490875,2400645,48QVK,0
455,10,3,2,-72.04434538,-37.84336169,18,760078.3455,-4192553.481,18669,449751,760065,-4192545,18HYD,0
456,10,3,2,100.3877402,6.32159184,47,653502.7563,698958.9595,15117,280035,653505,698955,47NPH,20
457,13,3,5,104.1507738,20.71881767,48,411574.2456,2291260.781,7053,220292,411585,2291265,48QVJ,0
458,12,3,4,-82.53287372,30.34118871,17,352657.5557,3357588.594,5089,198080,352665,3357585,17RLP,17
459,11,3,3,108.1705956,58.41331377,49,334717.9103,6478204.667,4491,77393,334725,6478215,49VCE,20
460,10,3,2,-122.1754497,45.17196662,10,564792.4731,5002384.666,8826,123253,564795,5002395,10TER,20
461,12,3,4,96.99031534,21.65997086,47,292036.5328,2396537.837,3068,223449,292035,2396535,47QKE,0
462,12,3,4,102.2951191,20.30678496,48,217527.3112,2247745.907,584,221743,217515,2247735,48QTH,0
463,11,3,3,110.2372874,53.18850039,49,449037.7061,5893511.551,8301,96883,449025,5893515,49UDV,11
464,11,3,3,-89.17400139,31.59248027,16,293728.4154,3497317.357,3124,193422,293715,3497325,16SBA,5
465,11,3,3,22.27573788,40.36720152,34,608312.5159,4469295.361,13611,117691,608325,4469295,34TFK,0
466,12,3,4,-52.81940723,-10.67634737,22,300995.9236,-1180778.894,3367,349359,301005,-1180785,22LCP,22
467,11,3,3,-75.74517709,1.845586493,18,417120.8263,204010.8268,7238,303199,417135,204015,18NVH,17
468,12,3,4,-89.08368546,32.09889326,16,303377.3026,3553297.72,3446,191556,303375,3553305,16SCA,22
469,13,3,5,-51.07118004,-27.13051258,22,492946.0291,-3000892.843,9765,410029,492945,-3000885,22JDR,0
470,11,3,3,116.5064458,-0.519515723,50,445081.3313,-57424.25738,8170,285248,445095,-57435,50MME,12
471,10,3,2,125.6554377,8.397582763,51,792437.4874,929241.8762,19748,245693,792435,929235,51PYK,8
472,11,3,3,-96.25438458,52.8203871,14,685003.9666,5855823.281,16167,108139,685005,5855835,14UPD,3
473,10,3,2,-76.76420769,-6.476631898,18,304902.1734,-716231.8498,3497,333874,304905,-716235,18MUT,5
474,10,3,2,-60.932945,-23.53044488,20,711029.5704,-2603762.036,17034,393460,711015,-2603775,20KQV,21
475,13,3,5,23.82644318,-3.52934463,34,814047.1245,-390580.7168,20468,279687,814035,-390585,34MHB,0
476,12,3,4,-10.5278765,9.30716485,29,332190.087,1029173.673,4407,269028,332205,1029165,29PLL,22
477,10,3,2,-46.9776535,-4.40774258,23,280539.85,-487488.8021,2685,326249,280545,-487485,23MKR,15
478,13,3,5,-45.57668835,-13.25975873,23,437527.8584,-1465933.864,7918,358864,437535,-1465935,23LMF,22
479,12,3,4,-82.69899398,30.63751161,17,337181.8972,3390660.668,4573,196977,337185,3390675,17RLQ,21
480,12,3,4,31.54473374,-10.6528859,36,340821.9632,-1177973.049,4694,302599,340815,-1177965,36LUP,22
481,11,3,3,78.87852499,61.9610916,44,388755.4014,6871663.81,6292,70944,388755,6871665,44VLP,12
482,12,3,4,103.4326404,30.05929101,48,348912.2741,3326390.594,4964,185788,348915,3326385,48RUU,0
483,10,3,2,-63.62451892,-8.811050902,20,431320.0825,-974019.9339,7711,339135,431325,-974025,20LMR,22
484,13,3,5,-54.39699181,-12.58768365,21,782821.1184,-1392940.734,19428,356431,782835,-1392945,21LYG,22
485,10,3,2,-64.51971688,-5.995665165,20,331793.0404,-662958.4373,4393,328766,331785,-662955,20MLU,6
486,13,3,5,103.939234,20.42241973,48,389332.5154,2258584.893,6311,221381,389325,2258595,48QUH,0
487,13,3,5,-52.7704987,-11.21627754,22,306697.661,-1240474.587,3557,351349,306705,-1240485,22LCN,16
488,12,3,4,-95.08442325,50.67608347,15,352727.188,5615877.895,5091,119472,352725,5615865,15UUS,21
489,10,3,2,28.26490508,51.56986515,35,587664.6049,5713957.249,12922,109534,587655,5713965,35UNT,4
490,13,3,5,-75.36637361,7.52363494,18,459580.1785,831652.4721,8653,282278,459585,831645,18NVP,22
491,11,3,3,113.9151619,22.84943027,49,799171.3491,2529808.993,19973,209007,799185,2529795,49QGF,12
492,10,3,2,4.952100848,6.324946188,31,715947.5644,699530.4353,17198,273350,715935,699525,31NGH,22
493,12,3,4,-97.56143209,16.43118796,14,653593.87,1817177.447,15120,242761,653595,1817175,14QPD,15
494,10,3,2,-89.55969605,33.29525388,16,261651.7149,3686943.465,2055,187101,261645,3686955,16SBB,19
495,12,3,4,0.748006779,7.861098163,31,251686.9384,869609.7864,1723,267681,251685,869595,31NBJ,22
496,11,3,3,35.14878276,-22.30361643,36,721361.1353,-2468009.495,17379,345600,721365,-2467995,36KYA,14
497,13,3,5,-51.82849603,-2.853234755,22,407919.444,-315403.9264,6931,320513,407925,-315405,22MDB,14
498,10,3,2,39.70297781,-15.29927662,37,575470.8667,-1691549.92,12516,356384,575475,-1691535,37LED,21
499,12,3,4,2.990763953,9.505443045,31,498986.2777,1050733.344,9966,261643,498975,1050735,31PDL,21
500,11,3,3,111.7241063,22.12538678,49,574678.4126,2446883.361,12489,211771,574665,2446875,49QEE,0
501,10,3,2,-48.97170462,-19.62031306,22,712709.0166,-2170730.646,17090,382357,712695,-2170725,22KGD,21
502,13,3,5,-63.90487215,-16.48479694,20,403419.8019,-1822778.552,6781,367427,403425,-1822785,20KMG,21
503,10,3,2,110.7127062,62.67316819,49,485285.4235,6949208.196,9510,61693,485295,6949215,49VDK,22
504,12,3,4,-42.77536938,-13.37624286,23,740927.8217,-1479826.07,18031,359327,740925,-1479825,23LQF,13
505,12,3,4,117.5119902,26.68599365,50,550937.9428,2951759.136,11698,184942,550935,2951745,50RNQ,12
506,10,3,2,16.48650531,-4.847648629,33,664841.4286,-536004.3828,15495,317866,664845,-535995,33MXQ,22
507,13,3,5,-89.05602156,31.85703097,16,305478.4063,3526431.422,3516,192452,305475,3526425,16SCA,3
508,13,3,5,-151.6164514,64.72952939,5,565898.4135,7179031.269,12197,27366,565905,7179045,05WNM,22
509,12,3,4,-118.2705805,57.08308652,11,422989.6047,6327351.634,7433,82422,422985,6327345,11VMD,21
510,12,3,4,-41.61558579,-16.08383651,24,220188.5203,-1779979.244,673,369332,220185,-1779975,24LTH,22
511,13,3,5,-54.49058217,-25.89282489,21,751414.1952,-2866220.246,18381,405540,751425,-2866215,21JYM,22
512,13,3,5,101.9682139,-1.662875661,47,830298.2466,-184046.6813,21010,309468,830295,-184035,47MRU,18
513,12,3,4,110.0916265,20.76696605,49,405445.0814,2296623.263,6848,216779,405435,2296635,49QDD,0
514,11,3,3,115.7988862,58.95233781,50,430900.2619,6535365.381,7697,65488,430905,6535365,50VML,5
515,13,3,5,-12.9783727,10.15386982,28,721499.6395,1123114.07,17383,265896,721485,1123125,28PGS,0
516,12,3,4,16.57839803,8.240613208,33,673855.9022,911241.4703,15795,269625,673845,911235,33PXK,22
517,10,3,2,-50.74930803,-1.959510454,22,527879.6256,-216587.7141,10929,317219,527865,-216585,22MEC,22
518,11,3,3,122.0844916,62.22318365,51,452400.4402,6899379.911,8414,46688,452415,6899385,51VVK,3
519,13,3,5,-122.8691782,44.41342496,10,510415.4155,4917801.03,7013,126073,510405,4917795,10TEQ,22
520,12,3,4,106.0315825,12.76223581,48,611977.2381,1411065.216,13733,249632,611985,1411065,48PXV,21
521,13,3,5,-84.316643,44.49590094,16,713337.2724,4930456.412,17111,145651,713325,4930455,16TGQ,2
522,11,3,3,110.8769438,57.80685614,49,492687.1262,6407213.83,9756,79760,492675,6407205,49VDE,7
523,11,3,3,94.84182261,26.23765275,46,683972.2891,2903310.374,16133,206556,683985,2903325,46RFQ,0
524,10,3,2,124.9016376,61.56209337,51,601019.106,6826872.794,13367,49105,601005,6826875,51VXJ,22
525,13,3,5,104.3291518,19.97658388,48,429814.1649,2209030.461,7661,223033,429825,2209035,48QVH,14
526,11,3,3,24.11140059,54.60808991,35,313449.8445,6055016.372,3782,98166,313455,6055005,35ULA,3
527,10,3,2,-119.5228527,50.34592559,11,320505.8888,5580136.837,4017,107329,320505,5580135,11ULR,22
528,12,3,4,107.1335758,-6.636141879,48,735886.8837,-734033.6467,17863,321135,735885,-734025,48MYT,18
529,11,3,3,81.22867175,61.17144986,44,512301.168,6781905.963,10410,73936,512295,6781905,44VNN,0
530,13,3,5,134.8183765,60.47799791,53,490015.9675,6704660.434,9667,59845,490005,6704655,53VMH,22
531,12,3,4,118.9821238,64.59102886,50,594885.0102,7164359.519,13163,44522,594885,7164345,50WNS,22
532,12,3,4,-95.14637498,34.17699941,15,302181.7769,3783863.624,3406,180539,302175,3783855,15SUT,0
533,11,3,3,-77.07028097,-6.895071,18,271235.9664,-762645.6888,2375,335421,271245,-762645,18MTT,22
534,10,3,2,-71.50258442,-42.02509663,19,292816.4233,-4655592.801,3094,465186,292815,-4655595,19GBP,21
535,12,3,4,151.0152157,-32.73836861,56,314028.8711,-3624025.486,3801,407468,314025,-3624015,56HLJ,19
536,10,3,2,126.9565385,63.27999654,52,397499.004,7018419.142,6583,39386,397485,7018425,52VCR,22
537,10,3,2,118.0385881,26.74020687,50,603282.8392,2958082.515,13443,184731,603285,2958075,50RPQ,10
538,12,3,4,35.74836937,-16.84271308,36,792882.3579,-1864191.745,19763,325473,792885,-1864185,36KYG,22
539,12,3,4,121.0788498,-3.404045728,51,286558.7556,-376466.3073,2885,289216,286545,-376455,51MTS,6
540,10,3,2,48.07064499,53.59516585,39,306148.8509,5942471.04,3538,105251,306135,5942475,39UUV,0
541,13,3,5,-63.51907032,-21.44211282,20,446213.551,-2371167.819,8207,385706,446205,-2371155,20KMB,8
542,11,3,3,-91.8881493,50.43045839,15,578968.432,5587083.486,12632,120431,578955,5587095,15UWR,3
543,11,3,3,92.72691326,23.03394652,46,472020.5834,2547303.732,9068,218423,472035,2547315,46QDL,16
544,11,3,3,-120.5423899,50.75923149,10,673329.9114,5625930.944,12444,102468,673335,5625945,10UFB,7
545,10,3,2,-45.07606624,-16.20750445,23,491870.0038,-1791890.09,9729,369729,491865,-1791885,23LMC,18
547,12,3,4,-115.2860123,49.3491521,11,624483.9628,5467683.389,14150,111077,624495,5467695,11UPQ,22
548,10,3,2,23.1820147,2.167815881,34,742689.8949,239784.806,18090,258675,742695,239775,34NGH,22
549,10,3,2,112.391438,63.30977763,49,569727.9267,7020861.007,12324,59305,569715,7020855,49VEL,21
550,11,3,3,107.0429743,56.0550369,48,627224.5758,6214087.037,14241,89531,627225,6214095,48VXH,17
551,13,3,5,148.1317799,-35.62174879,55,602491.6685,-3942585.814,13417,418087,602505,-3942585,55HFA,12
552,13,3,5,103.9278745,-3.711577024,48,380940.8966,-410318.6522,6032,310345,380955,-410325,48MUA,4
553,11,3,3,-51.31465178,-12.47446384,22,465808.2082,-1379040.096,8860,355968,465795,-1379055,22LDM,22
554,11,3,3,-8.692586897,40.1909608,29,526167.4687,4448997.653,10872,155034,526155,4448985,29TNE,22
555,11,3,3,-150.4068066,60.47278793,5,642548.5216,6706873.999,14752,43105,642555,6706875,05VPH,20
556,11,3,3,114.9628495,27.72324865,50,299168.6571,3068207.174,3306,181060,299175,3068205,50RKR,0
557,10,3,2,20.3992259,-12.24086346,34,434657.8192,-1353260.711,7822,311776,434655,-1353255,34LDM,3
558,13,3,5,-52.80447287,-22.9402791,22,314972.1697,-2538044.609,3833,394601,314985,-2538045,22KCV,21
559,11,3,3,-0.969566424,5.437376674,30,724973.1079,601389.4294,17499,213287,724965,601395,30NYM,2
560,13,3,5,-68.55102162,-10.84898766,19,549073.39,-1199318.201,11636,349977,549075,-1199325,19LEJ,22
561,11,3,3,101.5957294,0.066303264,47,788939.0272,7336.080836,19631,303089,788925,7335,47NQA,7
562,10,3,2,123.9517111,62.39268834,51,549203.9874,6918289.407,11640,46058,549195,6918285,51VWK,21
563,12,3,4,127.9495608,-2.966625501,52,383261.4729,-327959.5823,6109,284265,383265,-327945,52MCB,21
564,12,3,4,30.24893594,-30.16687921,36,235060.5471,-3340475.01,1169,374683,235065,-3340485,36JTM,22
565,12,3,4,103.7992501,19.9427696,48,374342.847,2205597.36,5812,223148,374355,2205585,48QUH,0
566,11,3,3,-69.32812899,48.66064513,19,475837.2078,5389784.375,9195,130340,475845,5389785,19UDP,10
567,10,3,2,-56.05258095,-17.41201523,21,600627.192,-1925384.117,13354,374179,600615,-1925385,21KXA,0
568,12,3,4,102.2561008,19.92588081,48,212754.8187,2205624.654,425,223147,212745,2205615,48QTH,0
569,12,3,4,106.2135945,23.85701687,48,623578.2606,2638925.856,14119,208703,623565,2638935,48QXM,22
570,12,3,4,102.5965141,-0.65084202,48,232490.3611,-72001.39218,1083,299068,232485,-72015,48MTE,1
571,11,3,3,135.6024575,60.08396866,53,533518.1786,6660915.39,11117,61303,533505,6660915,53VNG,11
572,11,3,3,-111.7677403,55.33728716,12,451302.1239,6132593.81,8377,88914,451305,6132585,12UVG,3
573,11,3,3,-52.82736605,-0.981942174,22,296654.8835,-108589.8059,3222,313619,296655,-108585,22MBE,16
574,13,3,5,-89.4611488,33.3986219,16,271101.2013,3698186.798,2370,186727,271095,3698175,16SBC,22
575,11,3,3,124.0738168,12.93461658,51,616482.7421,1430149.584,13883,228996,616485,1430145,51PXQ,6
576,13,3,5,-72.68499152,-36.54180796,18,707226.2395,-4046539.029,16908,444884,707235,-4046535,18HYE,6
577,12,3,4,152.4850089,-30.38441581,56,450522.5246,-3361495.458,8351,398717,450525,-3361485,56JMM,14
578,10,3,2,-59.40280644,-9.204972483,21,235974.375,-1018399.489,1199,343946,235965,-1018395,21LTK,22
579,11,3,3,93.01675451,23.1592812,46,501715.0068,2561152.423,10057,217962,501705,2561145,46QEL,0
580,10,3,2,-120.7119671,40.13738482,10,694922.6855,4445515.367,13164,141816,694935,4445505,10TFK,21
581,13,3,5,107.8614256,22.29893285,48,794823.6183,2468710.24,19828,214377,794835,2468715,48QYK,17
582,13,3,5,107.2620933,22.13524887,48,733316.8247,2449533.29,17777,215016,733305,2449545,48QYK,0
583,12,3,4,-48.63604946,-10.8296268,22,758462.8291,-1198143.527,18616,349938,758475,-1198155,22LGP,17
584,13,3,5,30.47040681,-25.87816594,36,246532.3255,-2864634.755,1551,358821,246525,-2864625,36JTS,0
585,10,3,2,121.1602165,29.20666899,51,321146.6055,3232284.618,4038,168925,321135,3232275,51RUN,4
586,13,3,5,-91.85568856,33.43351818,15,606373.7767,3699933.799,13546,183336,606375,3699945,15SXT,16
587,12,3,4,77.1193286,8.625095811,43,733229.874,954051.3405,17774,268198,733215,954045,43PGK,0
588,11,3,3,122.3397764,-4.403597756,51,426747.4644,-486771.8822,7558,292893,426735,-486765,51MVR,15
589,11,3,3,104.4571046,14.06635648,48,441388.3844,1555132.515,8046,244830,441375,1555125,48PVA,14
590,11,3,3,-116.3541719,53.85977707,11,542475.6022,5968113.903,11416,94396,542475,5968125,11UNV,7
591,11,3,3,111.9556335,26.24559986,49,595440.5432,2903234.928,13182,196559,595455,2903235,49REK,0
592,11,3,3,110.9750552,1.111853849,49,497224.7902,122893.4239,9908,289237,497235,122895,49NDB,10
593,10,3,2,-115.2299576,44.60427179,11,640463.7068,4940515.347,14682,128650,640455,4940505,11TPK,22
594,12,3,4,-55.91754908,-11.43682316,21,618080.0855,-1264501.066,13936,352150,618075,-1264515,21LXH,22
595,10,3,2,97.06819931,4.92425426,47,285786.8169,544601.5606,2860,285180,285795,544605,47NKF,0
596,13,3,5,109.7933673,20.86711433,49,374478.4708,2307911.781,5816,216403,374475,2307915,49QCD,13
597,10,3,2,149.4899251,-37.35579239,55,720525.6842,-4137251.255,17351,424576,720525,-4137255,55HGU,0
598,11,3,3,132.2642919,61.3781503,53,353829.2085,6807972.671,5128,56401,353835,6807975,53VLJ,12
599,10,3,2,-96.60782262,17.84080627,14,753528.6685,1974195.288,18451,237527,753525,1974195,14QQE,22
600,13,3,5,-1.562033103,41.88094394,30,619312.1105,4637557.326,13977,78748,619305,4637565,30TXM,22
601,13,3,5,-80.58469131,34.78066334,17,537998.5709,3848798.462,11267,181706,538005,3848805,17SNU,22
602,12,3,4,-92.83066346,31.40698839,15,516096.838,3474720.291,10537,190843,516105,3474735,15RWQ,15
603,11,3,3,22.13503044,53.54964255,34,575199.9998,5934015.743,12507,68867,575205,5934015,34UEE,13
604,11,3,3,23.11499112,-3.413560558,34,734984.138,-377563.814,17833,279253,734985,-377565,34MGB,20
605,13,3,5,100.4249191,6.817374777,47,657460.0586,753792.8163,15249,278207,657465,753795,47NPH,17
606,10,3,2,109.5658818,26.81373852,49,357471.1228,2966610.089,5249,194446,357465,2966625,49RCK,22
607,11,3,3,-82.1546612,31.3411612,17,390159.9945,3467987.888,6339,194400,390165,3467985,17RLQ,17
608,13,3,5,-110.7899071,59.69114238,12,511827.537,6617033.953,10394,72766,511815,6617025,12VWM,2
609,13,3,5,-1.153316348,44.56168563,30,646652.7487,4935919.712,14889,68803,646665,4935915,30TXQ,22
610,10,3,2,151.76899,-24.4879201,56,375262.9019,-2708803.299,5842,376961,375255,-2708805,56KLU,19
611,12,3,4,-69.4053946,-8.949086937,19,455434.8944,-989247.904,8515,342974,455445,-989235,19LDL,22
612,12,3,4,-59.81919123,-23.33972096,21,211732.7018,-2583938.843,391,396131,211725,-2583945,21KTQ,8
613,13,3,5,107.1386616,16.65593868,48,728101.9221,1842714.501,17604,235244,728115,1842705,48QYD,10
614,12,3,4,-63.7937561,-17.40915357,20,415693.2785,-1924993.289,7190,370834,415695,-1924995,20KMF,21
615,16,4,4,107.8989998,13.16029391,48,814289.529,1456673.536,20476,248112,814275,1456665,48PZV,0
616,16,4,4,137.8124975,-33.74450971,53,760543.4176,-3737382.217,18685,407913,760545,-3737385,53HQC,0
617,17,4,5,-77.05123209,36.57842347,18,316475.3245,4050065.362,3883,174997,316485,4050075,18SUF,0
618,14,4,2,51.33679773,52.24806142,39,522993.2957,5788682.327,10767,110377,523005,5788695,39UWT,0
619,15,4,3,84.44540696,24.67348178,45,241483.4865,2731200.504,1383,212293,241485,2731215,45RTH,0
620,16,4,4,-47.22414012,-21.38767125,23,269407.0852,-2366685.989,2314,388889,269415,-2366685,23KKS,0
621,15,4,3,127.3801938,44.92428588,52,372166.4,4975815.792,5739,107473,372165,4975815,52TCQ,0
622,16,4,4,-79.92138532,34.12365238,17,599465.3624,3776391.694,13316,184120,599475,3776385,17SNT,0
623,15,4,3,-82.25368179,33.24837089,17,383211.7569,3679522.513,6107,187349,383205,3679515,17SLS,0
624,16,4,4,-90.13296409,35.09753251,15,761348.2124,3887620.62,18712,177080,761355,3887625,15SYU,0
625,17,4,5,-54.74624303,-23.0487339,21,730927.0365,-2550693.417,17698,395023,730935,-2550705,21KYQ,0
626,17,4,5,-75.95428141,20.79955713,18,400687.4062,2300258.039,6690,233324,400695,2300265,18QVJ,0
627,16,4,4,69.24921853,55.21300734,42,515857.5589,6118523.406,10529,99383,515865,6118515,42UWG,0
628,16,4,4,25.53641561,41.07164707,35,377041.8427,4547742.522,5902,148408,377055,4547745,35TLF,0
629,14,4,2,-60.56226902,-34.98905108,20,722499.7866,-3874544.001,17417,435819,722505,-3874545,20HQG,0
630,14,4,2,-4.569730392,42.47799723,30,370974.6644,4704043.658,5699,76532,370965,4704045,30TUN,0
631,16,4,4,-83.66931951,39.92704358,17,271890.68,4423071.521,2397,162564,271905,4423065,17TKE,0
632,1,4,1,80.46423817,40.73083548,44,454758.7073,4509015.967,8492,149699,454755,4509015,44TML,0
633,14,4,2,-55.58742735,-21.81329784,21,646007.8062,-2412830.765,14867,390427,646005,-2412825,21KXR,0
634,15,4,3,47.61193727,50.855148,38,683835.7927,5636967.776,16128,115435,683835,5636955,38UPB,0
635,15,4,3,117.5996785,-33.80181844,50,555507.6722,-3740343.959,11850,408012,555495,-3740355,50HNH,0
636,17,4,5,105.1366157,10.7163248,48,514938.5283,1184616.935,10498,257180,514935,1184625,48PWS,0
637,17,4,5,39.60064266,51.31854235,37,541857.4404,5685420.245,11395,110485,541845,5685435,37UES,0
638,17,4,5,36.62002045,0.18930027,37,235092.5955,20941.55412,1170,299301,235095,20955,37NBA,0
639,1,4,1,122.0878335,41.70119425,51,424103.7824,4617002.955,7470,122767,424095,4617015,51TVG,0
640,14,4,2,43.38550163,46.68868766,38,376546.6563,5171835.826,5885,130939,376545,5171835,38TLS,0
641,16,4,4,77.34505007,17.96539598,43,748358.054,1987925.378,18279,233735,748365,1987935,43QGV,0
642,15,4,3,10.94129889,10.52467097,32,712445.668,1164080.475,17082,214531,712455,1164075,32PQS,0
643,16,4,4,18.23759947,51.69401518,34,309086.5422,5730619.284,3636,75647,309075,5730615,34UCC,0
644,14,4,2,73.97116851,21.38662554,43,393348.3011,2365286.726,6445,221157,393345,2365275,43QCD,0
645,17,4,5,117.3701158,-30.40264802,50,535551.9508,-3363461.497,11185,395449,535545,-3363465,50JNM,8
646,17,4,5,-71.80976165,45.66150939,18,748526.7035,5061391.16,18284,141286,748515,5061405,18TYR,0
647,16,4,4,12.91537007,51.78257935,33,356204.1591,5738912.158,5207,108702,356205,5738925,33UUT,0
648,1,4,1,34.35388607,46.98427451,36,602959.514,5204306.107,13432,89857,602955,5204295,36TXT,0
649,15,4,3,-118.1436053,47.29476316,11,413536.5172,5238555.057,7118,118715,413535,5238555,11TMN,0
650,17,4,5,115.1038899,36.8194521,50,330884.7477,4076521.269,4363,147449,330885,4076535,50SLF,0
651,17,4,5,-52.44710102,-26.14224135,22,355342.8825,-2892241.318,5178,406408,355335,-2892255,22JCS,0
652,17,4,5,-47.13341378,-21.73624096,23,279345.079,-2405154.836,2645,390171,279345,-2405145,23KKS,0
653,16,4,4,6.210042613,36.40507702,32,249810.5283,4032495.754,1661,118917,249825,4032495,32SKF,0
654,14,4,2,11.42078129,51.78825392,32,666959.2854,5740259.689,15565,61992,666945,5740245,32UPC,0
655,16,4,4,22.40367851,56.02896143,34,587475.6009,6210191.632,12916,59661,587475,6210195,34VEH,0
656,17,4,5,27.04041611,46.9259236,35,503076.902,5196933.115,10103,126768,503085,5196945,35TNN,0
657,14,4,2,18.45458591,46.84011894,34,305910.9434,5190543.222,3531,93649,305925,5190555,34TCT,0
658,15,4,3,-88.04268708,39.41703328,16,410243.3327,4363575.485,7008,164547,410235,4363575,16SDJ,0
659,16,4,4,-75.45687786,44.52481587,18,463694.6407,4930267.174,8790,145657,463695,4930275,18TVQ,0
660,16,4,4,78.5818057,28.99649126,44,264422.7469,3210007.672,2148,192999,264435,3210015,44RKT,0
661,15,4,3,26.14473616,11.26386397,35,406648.552,1245291.35,6888,258490,406635,1245285,35PMN,0
662,16,4,4,78.56738158,16.85414469,44,240799.5417,1865015.961,1360,237832,240795,1865025,44QKD,0
663,15,4,3,79.55996217,20.30100365,44,349640.813,2245446.61,4988,225151,349635,2245455,44QLH,0
664,17,4,5,29.54814815,55.31877449,35,661687.6846,6133222.687,15390,95559,661695,6133215,35UPB,0
665,15,4,3,3.956902389,9.09071422,31,605155.2993,1005020.062,13505,263167,605145,1005015,31PFL,0
666,15,4,3,125.9271107,48.14066012,51,717744.8134,5336078.446,17258,98798,717735,5336085,51UYP,0
667,15,4,3,36.61655117,50.04677763,37,329359.5707,5546553.13,4312,115114,329355,5546565,37UCR,0
668,16,4,4,132.0263158,44.05600053,52,742407.7185,4882546.469,18080,110582,742395,4882545,52TGP,0
669,14,4,2,32.13122423,48.69317291,36,436066.4531,5393712.304,7869,83543,436065,5393715,36UVV,0
670,14,4,2,-62.72819481,-30.95794956,20,525959.5963,-3424973.378,10865,420833,525945,-3424965,20JNL,0
671,14,4,2,43.58759765,53.35911565,38,406004.2387,5913150.085,6867,106228,406005,5913165,38UME,0
672,17,4,5,31.86278109,50.40639173,36,419188.9121,5584434.812,7306,77186,419175,5584425,36UVA,0
673,14,4,2,43.13926565,36.53884261,38,333436.1114,4045327.265,4448,168489,333435,4045335,38SLF,0
674,16,4,4,45.59037675,-25.48615665,38,559338.8575,-2818912.499,11978,397297,559335,-2818905,38JNS,0
675,17,4,5,101.008021,4.247585348,47,722878.2587,469783.7927,17429,287674,722865,469785,47NQE,0
676,15,4,3,88.18202374,23.1140718,45,621039.5484,2556637.747,14035,218112,621045,2556645,45QXF,0
677,14,4,2,-118.2622237,46.43645204,11,403034.7933,5143316.162,6768,121890,403035,5143305,11TMM,0
678,14,4,2,15.06032143,53.51049375,33,504000.2834,5929062.889,10134,102364,504015,5929065,33UWV,0
679,14,4,2,44.3277491,35.01551352,38,438667.088,3874969.921,7956,174168,438675,3874965,38SMD,0
680,17,4,5,140.8188032,-35.30804034,54,483527.6839,-3907219.491,9451,413574,483525,-3907215,54HVG,0
681,14,4,2,47.54774609,51.82729443,38,675562.8125,5744899.201,15852,111837,675555,5744895,38UPC,0
682,15,4,3,78.55733068,23.84993279,44,251215.1577,2639757.35,1707,212008,251205,2639745,44QKM,0
683,15,4,3,114.7601447,38.58546875,50,304909.2476,4273156.221,3497,140895,304905,4273155,50SLH,0
684,16,4,4,77.55603707,21.76229959,43,764337.7384,2408704.299,18811,219709,764325,2408715,43QGE,0
685,1,4,1,2.978505818,48.266981,31,498404.9208,5345974.969,9947,118468,498405,5345985,31UDP,0
686,16,4,4,-90.65107345,35.42745841,15,713242.5475,3922982.889,17108,175901,713235,3922995,15SYV,0
687,16,4,4,-47.03196628,-15.91615216,23,282467.2953,-1760718.753,2749,368690,282465,-1760715,23LKC,0
688,17,4,5,-49.14583939,-23.49944334,22,689333.6198,-2600031.592,16311,396667,689325,-2600025,22KFV,0
689,14,4,2,73.38108584,41.12555956,43,364103.0708,4553958.444,5470,148201,364095,4553955,43TCF,0
690,17,4,5,-61.96473866,-35.59750685,20,593779.1165,-3939800.774,13126,437994,593775,-3939795,20HNF,0
691,14,4,2,136.1977913,-33.04816538,53,611835.1682,-3657264.136,13728,405242,611835,-3657255,53HPD,0
692,15,4,3,49.07110088,52.34768597,39,368614.6462,5801461.256,5621,109951,368625,5801475,39UUU,0
693,16,4,4,99.28341575,20.50570421,47,529551.0345,2267469.748,10985,227751,529545,2267475,47QNC,0
694,15,4,3,26.00150757,54.86638688,35,435916.9233,6080379.926,7864,97320,435915,6080385,35UMA,0
695,14,4,2,33.36042699,15.0708104,36,538736.0348,1666189.641,11291,207794,538725,1666185,36PWB,0
696,17,4,5,76.7069756,44.65339732,43,635344.7007,4945865.582,14512,135137,635355,4945875,43TFK,0
697,15,4,3,37.02421157,10.64740902,37,283864.6387,1177682.479,2796,260743,283875,1177695,37PBM,0
